Date       ,Adj Close   ,Close       ,High        ,Low         ,Open        ,Volume   ,SP_Ajclose  ,SP_close    ,SP_high     ,SP_low      ,SP_open     ,SP_volume  ,DJ_Ajclose  ,DJ_close    ,DJ_high     ,DJ_low      ,DJ_Open     ,DJ_volume  ,EG_Ajclose  ,EG_Close    ,EG_high     ,EG_Low      ,EG_open     ,EG_volume ,EU_Price ,EU_high     ,EU_low      ,EU_Trend ,EU_open     ,OF_Price ,OF_Trend ,OF_High      ,OF_Low       ,OF_Open     ,OF_Volume ,SF_Trend ,SF_Price ,SF_High      ,SF_Low       ,SF_Open      ,SF_Volume ,USB_Price   ,USB_Trend ,USB_High ,USB_Low     ,USB_Open    ,PLT_Price ,PLT_High     ,PLT_Low      ,PLT_Open     ,PLT_Trend ,PLD_Trend ,PLD_Price ,PLD_High     ,PLD_Low      ,PLD_Open     ,RHO_PRICE ,USDI_Price ,USDI_Trend ,USDI_High ,USDI_Low ,USDI_Open ,USDI_Volume ,GDX_Adj Close ,GDX_Close   ,GDX_High    ,GDX_Low     ,GDX_Open    ,GDX_Volume ,USO_Adj Close ,USO_Close    ,USO_High     ,USO_Low      ,USO_Open     ,USO_Volume
2020-06-19 ,164.0299988 ,164.0299988 ,164.0899963 ,162.7799988 ,162.8699951 ,12187400 ,3097.73999  ,3097.73999  ,3155.530029 ,3083.110107 ,3140.290039 ,8346650000 ,25871.46094 ,25871.46094 ,26451.43945 ,25759.66016 ,26213.09961 , 669390000 ,196.4949036 ,215.7299957 ,220.2799988 ,212.3999939 ,220.2799988 ,   682900 ,Nan      ,0.540000021 ,0.50999999  ,Nan      ,0.50999999  ,Nan      ,Nan      , 40.49000168 ,38.40000153  ,38.84999847 ,    64113 ,Nan      ,Nan      , 32.73333359 , 30.93333244 , 32.73333359 ,  1303500 ,32.04004669 ,Nan       ,Nan      ,37.90000153 ,39.36000061 ,Nan       , 828.9000244 , 828.9000244 , 828.9000244 ,Nan       ,Nan       ,Nan       , 96.68000031 , 91.65000153 , 96.68000031 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  31.73510551 ,33.54999924 ,33.84000015 ,32.68999863 ,32.88000107 ,  37405000 ,  28.22999954 , 28.22999954 , 28.86000061 , 27.54000092 , 28.65999985 ,  13501000
2020-06-22 ,165.0899963 ,165.0899963 ,165.7299957 ,164.4100037 ,165.0599976 ,12385600 ,3117.860107 ,3117.860107 ,3120.919922 ,3079.389893 ,3094.419922 ,4686690000 ,26024.96094 ,26024.96094 ,26059.81055 ,25667.67969 ,25865.08008 , 351780000 ,194.3453064 ,213.3699951 ,215.7100067 ,210.5299988 ,212.9299927 ,   332300 ,Nan      ,0.540000021 ,0.50999999  ,Nan      ,0.50999999  ,Nan      ,Nan      , 40.70000076 ,39.11999893  ,39.18000031 ,   315264 ,Nan      ,Nan      , 31.86666679 , 30.75333214 , 31.13333321 ,   460500 ,31.50426865 ,Nan       ,Nan      ,37.88999939 ,38.45999908 ,Nan       , 845.2999878 , 845.2999878 , 845.2999878 ,Nan       ,Nan       ,Nan       , 92.63999939 , 89.91999817 , 91.81999969 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  32.9836998  ,34.86999893 ,35.34000015 ,34.27000046 ,34.40000153 ,  46110300 ,  28.97999954 , 28.97999954 , 29.04000092 , 28.32999992 , 28.43000031 ,   8862100
2020-06-23 ,166.4799957 ,166.4799957 ,166.5200043 ,165.5200043 ,165.6300049 ,12137300 ,3131.290039 ,3131.290039 ,3154.899902 ,3127.120117 ,3138.699951 ,4711850000 ,26156.09961 ,26156.09961 ,26314.9707  ,26105.9707  ,26159.39063 , 389980000 ,194.0174255 ,213.0099945 ,217.7100067 ,211.2899933 ,216.7799988 ,   418100 ,Nan      ,0.540000021 ,0.50999999  ,Nan      ,0.540000021 ,Nan      ,Nan      , 41.63000107 ,39.75999832  ,40.68000031 ,   368730 ,Nan      ,Nan      , 32.59999847 , 31.36666679 , 32.23333359 ,   664050 ,31.81749916 ,Nan       ,Nan      ,38.34000015 ,38.90000153 ,Nan       , 847.5999756 , 847.5999756 , 847.5999756 ,Nan       ,Nan       ,Nan       , 93.83000183 , 91.26000214 , 93.61000061 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  33.45665359 ,35.36999893 ,35.84000015 ,35.11999893 ,35.38000107 ,  28979200 ,  28.71999931 , 28.71999931 , 29.42000008 , 28.59000015 , 29.29999924 ,   7358700
2020-06-24 ,165.8999939 ,165.8999939 ,166.9900055 ,165.4499969 ,166.0099945 ,10901400 ,3050.330078 ,3050.330078 ,3115.01001  ,3032.129883 ,3114.399902 ,5597680000 ,25445.93945 ,25445.93945 ,25992.96094 ,25296.73047 ,25992.96094 , 450120000 ,187.6324463 ,206.0       ,211.6000061 ,204.6300049 ,211.6000061 ,   647500 ,Nan      ,0.50999999  ,0.449999988 ,Nan      ,0.50999999  ,Nan      ,Nan      , 40.54000092 ,37.31000137  ,39.99000168 ,   499490 ,Nan      ,Nan      , 31.34000015 , 30.40666771 , 31.21333313 ,   718950 ,30.3914814  ,Nan       ,Nan      ,36.65999985 ,38.08000183 ,Nan       , 805.7999878 , 805.7999878 , 805.7999878 ,Nan       ,Nan       ,Nan       , 91.58000183 , 87.93000031 , 90.01999664 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  32.86072922 ,34.74000168 ,35.68000031 ,34.29999924 ,35.13999939 ,  37585800 ,  27.25       , 27.25       , 28.62000084 , 26.81999969 , 28.40999985 ,  11101100
2020-06-25 ,165.8000031 ,165.8000031 ,165.9100037 ,165.1600037 ,165.8899994 , 7093800 ,3083.76001  ,3083.76001  ,3086.25     ,3024.01001  ,3046.600098 ,4847690000 ,25745.59961 ,25745.59961 ,25769.60938 ,25209.78906 ,25365.2207  , 384560000 ,188.7892456 ,207.2700043 ,207.8500061 ,202.6999969 ,205.7400055 ,   484300 ,Nan      ,0.50999999  ,0.449999988 ,Nan      ,0.50999999  ,Nan      ,Nan      , 39.22999954 ,37.08000183  ,38.04999924 ,   451640 ,Nan      ,Nan      , 31.5466671  , 30.19333267 , 30.23999977 ,   735300 ,31.36414337 ,Nan       ,Nan      ,36.56000137 ,36.70999908 ,Nan       , 803.9000244 , 803.9000244 , 803.9000244 ,Nan       ,Nan       ,Nan       , 91.56999969 , 88.83000183 , 89.75       ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  33.0688324  ,34.95999908 ,34.95999908 ,34.18000031 ,34.75       ,  17938800 ,  27.94000053 , 27.94000053 , 28.04999924 , 27.09000015 , 27.18000031 ,   8768600
2020-06-26 ,166.5399933 ,166.5399933 ,166.5599976 ,164.2200012 ,164.8699951 , 9753500 ,3009.050049 ,3009.050049 ,3073.72998  ,3004.629883 ,3073.199951 ,8107850000 ,25015.55078 ,25015.55078 ,25641.68945 ,24971.0293  ,25641.68945 , 640860000 ,182.9598389 ,200.8699951 ,206.1499939 ,198.6799927 ,204.8800049 ,   621300 ,Nan      ,0.479999989 ,0.449999988 ,Nan      ,0.449999988 ,Nan      ,Nan      , 39.34999847 ,37.79000092  ,39.09000015 ,   356712 ,Nan      ,Nan      , 30.89999962 , 29.39333344 , 30.89999962 ,  1191900 ,29.72380829 ,Nan       ,Nan      ,35.95000076 ,37.00999832 ,Nan       , 811.0999756 , 811.0999756 , 811.0999756 ,Nan       ,Nan       ,Nan       , 91.73000336 , 89.16000366 , 90.97000122 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  33.2863884  ,35.18999863 ,35.33000183 ,34.08000183 ,34.59000015 ,  29048400 ,  27.36000061 , 27.36000061 , 27.70000076 , 27.12000084 , 27.67000008 ,   5255000
2020-06-29 ,166.6300049 ,166.6300049 ,166.8000031 ,166.1799927 ,166.5599976 , 6735700 ,3053.23999  ,3053.23999  ,3053.889893 ,2999.73999  ,3018.590088 ,4473970000 ,25595.80078 ,25595.80078 ,25601.15039 ,25096.16016 ,25152.44922 , 378070000 ,184.4718781 ,202.5299988 ,206.0700073 ,200.5500031 ,203.5800018 ,   328200 ,Nan      ,0.479999989 ,0.449999988 ,Nan      ,0.479999989 ,Nan      ,Nan      , 39.88999939 ,37.5         ,37.95999908 ,   343913 ,Nan      ,Nan      , 31.34666634 , 30.07999992 , 30.44666672 ,   660900 ,30.31594086 ,Nan       ,Nan      ,35.86999893 ,36.22999954 ,Nan       , 819.0       , 805.4000244 , 807.5       ,Nan       ,Nan       ,Nan       , 91.61000061 , 89.47000122 , 90.91000366 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  33.63637161 ,35.56000137 ,35.56000137 ,34.97000122 ,35.36999893 ,  24259500 ,  28.27000046 , 28.27000046 , 28.46999931 , 27.62000084 , 27.80999947 ,   6966500
2020-06-30 ,167.3699951 ,167.3699951 ,167.9900055 ,166.1900024 ,166.3099976 ,12762300 ,3100.290039 ,3100.290039 ,3111.51001  ,3047.830078 ,3050.199951 ,4705850000 ,25812.88086 ,25812.88086 ,25905.38086 ,25475.14063 ,25512.42969 , 410780000 ,187.814621  ,206.1999969 ,207.0899963 ,202.1499939 ,202.1699982 ,   336600 ,Nan      ,0.569999993 ,0.449999988 ,Nan      ,0.449999988 ,Nan      ,Nan      , 40.08000183 ,38.84999847  ,39.63999939 ,   370059 ,Nan      ,Nan      , 31.75333214 , 30.85333252 , 30.85333252 ,   771450 ,30.70792961 ,Nan       ,Nan      ,35.79999924 ,35.91999817 ,Nan       , 843.5       , 816.2999878 , 819.5       ,Nan       ,Nan       ,Nan       , 94.23999786 , 91.04000092 , 91.04000092 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  34.69578934 ,36.68000031 ,36.72000122 ,35.22000122 ,35.43999863 ,  35818600 ,  28.05999947 , 28.05999947 , 28.54999924 , 27.79999924 , 27.88999939 ,   5840600
2020-07-01 ,166.6199951 ,166.6199951 ,167.0599976 ,165.3399963 ,167.0500031 ,13214800 ,3115.860107 ,3115.860107 ,3128.439941 ,3101.169922 ,3105.919922 ,4449230000 ,25734.9707  ,25734.9707  ,26019.31055 ,25713.60938 ,25879.38086 , 373180000 ,185.7106018 ,203.8899994 ,207.8899994 ,203.8099976 ,206.6300049 ,   266200 ,Nan      ,0.600000024 ,0.50999999  ,Nan      ,0.600000024 ,Nan      ,Nan      , 40.58000183 ,39.04999924  ,39.84000015 ,   407170 ,Nan      ,Nan      , 32.0        , 30.33333206 , 31.70000076 ,   507150 ,30.00737    ,Nan       ,Nan      ,35.79999924 ,36.91999817 ,Nan       , 845.0       , 817.9000244 , 845.0       ,Nan       ,Nan       ,Nan       , 95.40000153 , 92.88999939 , 93.51999664 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  34.58227921 ,36.56000137 ,36.63999939 ,35.52000046 ,36.56999969 ,  30673800 ,  28.35000038 , 28.35000038 , 28.51000023 , 27.93000031 , 28.29999924 ,   6960400
2020-07-02 ,166.9799957 ,166.9799957 ,167.2400055 ,166.0200043 ,166.1999969 , 8753500 ,3130.01001  ,3130.01001  ,3165.810059 ,3124.52002  ,3143.639893 ,4197720000 ,25827.35938 ,25827.35938 ,26204.41016 ,25778.11914 ,25936.44922 , 349130000 ,183.0327454 ,200.9499969 ,208.1999969 ,200.4400024 ,208.1100006 ,   258100 ,Nan      ,0.600000024 ,0.540000021 ,Nan      ,0.540000021 ,Nan      ,Nan      , 40.74000168 ,39.45999908  ,39.77999878 ,   347096 ,Nan      ,Nan      , 31.65999985 , 30.39999962 , 31.50666618 ,   607200 ,29.93230438 ,Nan       ,Nan      ,35.77999878 ,36.99000168 ,Nan       , 829.2000122 , 817.7999878 , 828.0       ,Nan       ,Nan       ,Nan       , 97.19000244 , 95.05000305 , 96.62999725 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  34.21337509 ,36.16999817 ,37.08000183 ,36.11000061 ,36.34000015 ,  28388800 ,  28.75       , 28.75       , 29.04999924 , 28.34000015 , 28.79000092 ,   5545500
2020-07-06 ,167.9799957 ,167.9799957 ,168.0       ,167.1900024 ,167.75      , 7265700 ,3179.719971 ,3179.719971 ,3182.590088 ,3155.290039 ,3155.290039 ,4759160000 ,26287.0293  ,26287.0293  ,26297.5293  ,25996.08008 ,25996.08008 , 340690000 ,187.6233521 ,205.9900055 ,208.5200043 ,204.1100006 ,206.0800018 ,   302600 ,Nan      ,0.720000029 ,0.600000024 ,Nan      ,0.600000024 ,Nan      ,Nan      , 41.08000183 ,39.84000015  ,40.38000107 ,   373236 ,Nan      ,Nan      , 31.92666626 , 31.21333313 , 31.52000046 ,   538050 ,30.71626663 ,Nan       ,Nan      ,36.40000153 ,36.72999954 ,Nan       , 840.0       , 820.0       , 820.0       ,Nan       ,Nan       ,Nan       , 97.94000244 , 95.15000153 , 97.0        ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  34.84713364 ,36.84000015 ,37.13000107 ,36.31000137 ,36.90000153 ,  23654600 ,  28.95999908 , 28.95999908 , 29.26000023 , 28.77000046 , 28.79000092 ,   6146000
2020-07-07 ,169.0399933 ,169.0399933 ,169.0399933 ,167.3800049 ,167.4100037 ,11633100 ,3145.320068 ,3145.320068 ,3184.149902 ,3142.929932 ,3166.439941 ,4571330000 ,25890.17969 ,25890.17969 ,26174.92969 ,25866.58008 ,26172.00977 , 346820000 ,185.5557404 ,203.7200012 ,205.3099976 ,202.4700012 ,204.9600067 ,   405100 ,Nan      ,0.689999998 ,0.660000026 ,Nan      ,0.689999998 ,Nan      ,Nan      , 40.95000076 ,39.90000153  ,40.68000031 ,   256596 ,Nan      ,Nan      , 31.18000031 , 30.13999939 , 31.0        ,   709350 ,29.67376137 ,Nan       ,Nan      ,35.47000122 ,36.33000183 ,Nan       , 853.7999878 , 830.4000244 , 835.7999878 ,Nan       ,Nan       ,Nan       , 95.76999664 , 93.91000366 , 94.0        ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  35.68898773 ,37.72999954 ,37.97999954 ,36.65999985 ,36.68999863 ,  30150000 ,  28.79000092 , 28.79000092 , 29.20999908 , 28.76000023 , 28.85000038 ,   4674500
2020-07-08 ,170.0899963 ,170.0899963 ,170.8600006 ,169.7799988 ,170.3200073 ,11662700 ,3169.939941 ,3169.939941 ,3171.800049 ,3136.530029 ,3153.070068 ,4937310000 ,26067.2793  ,26067.2793  ,26109.49023 ,25816.25    ,25950.06055 , 337300000 ,186.1842041 ,204.4100037 ,205.8600006 ,201.2799988 ,203.4900055 ,   317900 ,Nan      ,0.720000029 ,0.660000026 ,Nan      ,0.720000029 ,Nan      ,Nan      , 41.08000183 ,40.29999924  ,40.47999954 ,   286740 ,Nan      ,Nan      , 31.01333237 , 30.03333282 , 30.03333282 ,   539700 ,29.61538506 ,Nan       ,Nan      ,34.88999939 ,35.52999878 ,Nan       , 874.0       , 851.5999756 , 851.5999756 ,Nan       ,Nan       ,Nan       , 95.81999969 , 94.77999878 , 94.93000031 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  36.85244751 ,38.95999908 ,39.13999939 ,38.18999863 ,38.40999985 ,  34212500 ,  29.18000031 , 29.18000031 , 29.29000092 , 28.84000015 , 29.03000069 ,   4676500
2020-07-09 ,169.6300049 ,169.6300049 ,170.6399994 ,168.7799988 ,170.4799957 ,13327400 ,3152.050049 ,3152.050049 ,3179.780029 ,3115.699951 ,3176.169922 ,4843650000 ,25706.08984 ,25706.08984 ,26103.2793  ,25523.50977 ,26094.91992 , 387610000 ,180.4004059 ,198.0599976 ,204.1199951 ,195.6900024 ,204.1199951 ,   285900 ,Nan      ,0.720000029 ,0.600000024 ,Nan      ,0.689999998 ,Nan      ,Nan      , 40.99000168 ,39.27000046  ,40.86999893 ,   367386 ,Nan      ,Nan      , 30.75333214 , 29.52000046 , 30.75333214 ,   572700 ,28.53952789 ,Nan       ,Nan      ,34.00999832 ,35.31000137 ,Nan       , 881.2000122 , 834.0       , 874.9000244 ,Nan       ,Nan       ,Nan       , 96.84999847 , 94.37999725 , 96.0        ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  36.69164658 ,38.79000092 ,39.43999863 ,37.81999969 ,39.27000046 ,  37060300 ,  28.40999985 , 28.40999985 , 29.11000061 , 28.20999908 , 29.06999969 ,   5602300
2020-07-10 ,169.1900024 ,169.1900024 ,170.1499939 ,168.5700073 ,169.9499969 , 8218000 ,3185.040039 ,3185.040039 ,3186.820068 ,3136.219971 ,3152.469971 ,4524190000 ,26075.30078 ,26075.30078 ,26101.32031 ,25637.5     ,25690.34961 , 338170000 ,188.3519897 ,206.7899933 ,207.0200043 ,197.3699951 ,197.9499969 ,   326400 ,Nan      ,0.689999998 ,0.660000026 ,Nan      ,0.660000026 ,Nan      ,Nan      , 40.77000046 ,38.54000092  ,39.58000183 ,   393149 ,Nan      ,Nan      , 31.96666718 , 30.0        , 30.2733326  ,   614850 ,30.39100838 ,Nan       ,Nan      ,34.25       ,34.41999817 ,Nan       , 845.0       , 836.5999756 , 844.5       ,Nan       ,Nan       ,Nan       , 96.43000031 , 94.44999695 , 95.94000244 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  36.32274628 ,38.40000153 ,39.18000031 ,38.02999878 ,39.09000015 ,  21900700 ,  29.03000069 , 29.03000069 , 29.17000008 , 28.40999985 , 28.47999954 ,   5432400
2020-07-13 ,169.3999939 ,169.3999939 ,170.4199982 ,169.1600037 ,170.2899933 ,11095900 ,3155.219971 ,3155.219971 ,3235.320068 ,3149.429932 ,3205.080078 ,4902440000 ,26085.80078 ,26085.80078 ,26639.08984 ,26044.23047 ,26225.07031 , 425320000 ,189.1626587 ,207.6799927 ,211.0700073 ,203.4900055 ,207.8999939 ,   328000 ,Nan      ,0.720000029 ,0.600000024 ,Nan      ,0.660000026 ,Nan      ,Nan      , 40.72000122 ,39.47000122  ,40.34999847 ,   370715 ,Nan      ,Nan      , 32.96666718 , 31.67333221 , 32.51333237 ,   814200 ,30.71626663 ,Nan       ,Nan      ,35.84999847 ,36.75       ,Nan       , 859.0       , 836.7999878 , 836.7999878 ,Nan       ,Nan       ,Nan       , 96.44000244 , 93.55000305 , 95.48000336 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  35.1214447  ,37.13000107 ,39.18000031 ,37.08000183 ,39.06000137 ,  34817400 ,  28.5        , 28.5        , 29.14999962 , 28.38999939 , 29.01000023 ,   6540200
2020-07-14 ,170.1900024 ,170.1900024 ,170.1999969 ,168.8099976 ,168.9700012 , 9812700 ,3197.52002  ,3197.52002  ,3200.949951 ,3127.659912 ,3141.110107 ,4507140000 ,26642.58984 ,26642.58984 ,26690.51953 ,25994.98047 ,26044.16992 , 401640000 ,192.5874329 ,211.4400024 ,211.8699951 ,207.1999969 ,207.6000061 ,   209200 ,Nan      ,0.660000026 ,0.600000024 ,Nan      ,0.629999995 ,Nan      ,Nan      , 40.56999969 ,39.06999969  ,39.59999847 ,   426971 ,Nan      ,Nan      , 32.24666595 , 31.36000061 , 31.71999931 ,   534300 ,30.26589966 ,Nan       ,Nan      ,35.74000168 ,36.54000092 ,Nan       , 842.5999756 , 817.5       , 841.2000122 ,Nan       ,Nan       ,Nan       , 94.23000336 , 92.48000336 , 93.66999817 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  36.50246811 ,38.59000015 ,38.59999847 ,36.86999893 ,37.0        ,  30430700 ,  28.87999916 , 28.87999916 , 29.07999992 , 28.15999985 , 28.22999954 ,   5057500
2020-07-15 ,170.3399963 ,170.3399963 ,170.4299927 ,169.3899994 ,169.6199951 , 7533800 ,3226.560059 ,3226.560059 ,3238.280029 ,3200.76001  ,3225.97998  ,4686830000 ,26870.09961 ,26870.09961 ,27071.33008 ,26692.48047 ,27009.81055 , 384900000 ,198.8266449 ,218.2899933 ,219.3000031 ,213.5099945 ,215.6999969 ,   240300 ,Nan      ,0.720000029 ,0.629999995 ,Nan      ,0.689999998 ,Nan      ,Nan      , 41.25999832 ,40.08000183  ,40.54999924 ,   352542 ,Nan      ,Nan      , 34.38000107 , 33.09999847 , 33.31999969 ,  1205700 ,31.39180565 ,Nan       ,Nan      ,37.11000061 ,38.16999817 ,Nan       , 838.7000122 , 832.0       , 834.2999878 ,Nan       ,Nan       ,Nan       , 94.72000122 , 92.66999817 , 94.61000061 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  36.57813644 ,38.66999817 ,38.75999832 ,37.70000076 ,38.36999893 ,  21291000 ,  29.29000092 , 29.29000092 , 29.5        , 28.80999947 , 29.07999992 ,   7041200
2020-07-16 ,168.7299957 ,168.7299957 ,170.0       ,168.6499939 ,169.8000031 ,10242400 ,3215.570068 ,3215.570068 ,3220.389893 ,3198.590088 ,3208.360107 ,3972860000 ,26734.71094 ,26734.71094 ,26879.16016 ,26590.00977 ,26746.57031 , 287330000 ,203.2077484 ,223.1000061 ,226.5099945 ,216.4199982 ,217.5200043 ,   305200 ,Nan      ,0.660000026 ,0.629999995 ,Nan      ,0.660000026 ,Nan      ,Nan      , 41.18000031 ,40.52000046  ,40.97000122 ,   200101 ,Nan      ,Nan      , 34.66666794 , 33.40000153 , 33.78666687 ,   509250 ,31.32508659 ,Nan       ,Nan      ,37.02000046 ,37.16999817 ,Nan       , 839.0       , 828.7999878 , 838.2999878 ,Nan       ,Nan       ,Nan       , 94.51000214 , 92.05999756 , 93.51000214 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  36.02005768 ,38.08000183 ,38.70999908 ,37.70999908 ,38.34999847 ,  21296600 ,  29.15999985 , 29.15999985 , 29.43000031 , 29.03000069 , 29.18000031 ,   3240400
2020-07-17 ,170.1199951 ,170.1199951 ,170.2700043 ,169.6100006 ,169.9400024 ,10296000 ,3224.72998  ,3224.72998  ,3233.52002  ,3205.649902 ,3224.209961 ,4012850000 ,26671.94922 ,26671.94922 ,26808.42969 ,26619.88086 ,26774.61914 , 296460000 ,202.7705536 ,222.6199951 ,223.8200073 ,219.2700043 ,223.8200073 ,   203100 ,Nan      ,0.689999998 ,0.600000024 ,Nan      ,0.660000026 ,Nan      ,Nan      , 40.90000153 ,40.02000046  ,40.72000122 ,    88220 ,Nan      ,Nan      , 34.03333282 , 32.93999863 , 33.84000015 ,   585300 ,30.04906273 ,Nan       ,Nan      ,36.00999832 ,37.52000046 ,Nan       , 843.7999878 , 824.0999756 , 824.0999756 ,Nan       ,Nan       ,Nan       , 95.97000122 , 92.5        , 92.83000183 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  37.18351746 ,39.31000137 ,39.34000015 ,38.34000015 ,38.56000137 ,  27743600 ,  29.10000038 , 29.10000038 , 29.23999977 , 28.71999931 , 29.17000008 ,   3570200
2020-07-20 ,170.9400024 ,170.9400024 ,171.0700073 ,170.2700043 ,170.7599945 ,10095500 ,3251.840088 ,3251.840088 ,3258.610107 ,3215.159912 ,3224.290039 ,3979340000 ,26680.86914 ,26680.86914 ,26765.01953 ,26504.19922 ,26660.28906 , 309390000 ,200.2475433 ,219.8500061 ,222.1900024 ,218.0899963 ,222.0       ,   173700 ,Nan      ,0.779999971 ,0.689999998 ,Nan      ,0.75        ,Nan      ,Nan      , 40.90999985 ,39.83000183  ,40.63999939 ,    60179 ,Nan      ,Nan      , 32.94666672 , 31.94666672 , 32.76666641 ,   446400 ,29.66542625 ,Nan       ,Nan      ,35.49000168 ,35.84000015 ,Nan       , 850.7000122 , 847.0       , 847.0       ,Nan       ,Nan       ,Nan       , 95.83000183 , 94.59999847 , 94.93000031 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  38.19564056 ,40.38000107 ,40.49000168 ,39.63000107 ,39.77999878 ,  28356300 ,  29.12000084 , 29.12000084 , 29.25       , 28.59000015 , 28.89999962 ,   3863800
2020-07-21 ,173.0       ,173.0       ,173.25      ,172.3099976 ,172.5299988 ,12826100 ,3257.300049 ,3257.300049 ,3277.290039 ,3247.77002  ,3268.52002  ,4556610000 ,26840.40039 ,26840.40039 ,27025.38086 ,26766.2207  ,26833.14063 , 364930000 ,200.9124603 ,220.5800018 ,223.0399933 ,219.1100006 ,219.1100006 ,   272300 ,Nan      ,0.779999971 ,0.720000029 ,Nan      ,0.75        ,Nan      ,Nan      , 42.40000153 ,40.63999939  ,40.65000153 ,   389117 ,Nan      ,Nan      , 33.56666565 , 32.70666885 , 32.75333405 ,   419550 ,30.52444267 ,Nan       ,Nan      ,35.77000046 ,35.81999969 ,Nan       , 911.4000244 , 863.2000122 , 863.2000122 ,Nan       ,Nan       ,Nan       , 99.51000214 , 97.06999969 , 98.62999725 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  38.69696808 ,40.90999985 ,41.61999893 ,40.52999878 ,41.27000046 ,  34661400 ,  29.71999931 , 29.71999931 , 30.21999931 , 29.63999939 , 29.97999954 ,   8338300
2020-07-22 ,175.6300049 ,175.6300049 ,175.7700043 ,173.7599945 ,174.0500031 ,18712500 ,3276.02002  ,3276.02002  ,3279.320068 ,3253.100098 ,3254.860107 ,4267160000 ,27005.83984 ,27005.83984 ,27035.24023 ,26794.18945 ,26824.56055 , 404340000 ,203.8544769 ,223.8099976 ,224.2200012 ,219.8600006 ,219.8600006 ,   206500 ,Nan      ,0.810000002 ,0.720000029 ,Nan      ,0.720000029 ,Nan      ,Nan      , 42.02999878 ,41.13999939  ,41.54000092 ,   333647 ,Nan      ,Nan      , 33.17333221 , 32.36000061 , 32.79999924 ,   436500 ,30.24088669 ,Nan       ,Nan      ,36.02000046 ,36.40999985 ,Nan       , 949.2999878 , 900.5       , 920.0       ,Nan       ,Nan       ,Nan       , 98.75       , 96.44000244 , 97.16000366 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  39.49152374 ,41.75       ,41.93999863 ,41.09999847 ,41.47000122 ,  39311500 ,  29.75       , 29.75       , 29.88999939 , 29.36000061 , 29.44000053 ,   3925800
2020-07-23 ,177.1799927 ,177.1799927 ,178.4100037 ,175.6499939 ,176.1699982 ,23006800 ,3235.659912 ,3235.659912 ,3279.98999  ,3222.659912 ,3271.639893 ,4296760000 ,26652.33008 ,26652.33008 ,26973.84961 ,26560.03906 ,26955.9707  , 419800000 ,203.1713409 ,223.0599976 ,224.9499969 ,221.4100037 ,222.6100006 ,   192900 ,Nan      ,0.870000005 ,0.779999971 ,Nan      ,0.810000002 ,Nan      ,Nan      , 42.36000061 ,40.83000183  ,41.95000076 ,   389412 ,Nan      ,Nan      , 32.93333435 , 32.29333115 , 32.48666763 ,   512400 ,30.66622925 ,Nan       ,Nan      ,36.0        ,36.09000015 ,Nan       , 964.0       , 939.5       , 949.5999756 ,Nan       ,Nan       ,Nan       ,100.6100006  , 97.91000366 , 97.94000244 ,Nan       ,Nan        ,Nan        ,Nan       ,Nan      ,Nan       ,Nan         ,  38.74425888 ,40.95999908 ,42.24000168 ,40.20999908 ,41.70000076 ,  43686700 ,  29.40999985 , 29.40999985 , 29.93000031 , 29.12000084 , 29.59000015 ,   5925100
